KN,DURBAN,-29,-46,-12,30,43,0,2930DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.300,98
KN,DURBAN NORTH,-29,-45,-52,31,2,24,2931CC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.000,115
EC,EAST LONDON,-32,-56,-20,27,48,56,3227DD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.100,106
KN,ESHOWE,-28,-51,-29,31,17,37,2831CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.900,124
WC,FRANSCHHOEK,-33,-54,-26,19,4,23,3319CC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.200,97
NC,FRASERBURG,-31,-54,-58,21,30,27,3121DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.600,111
WC,GEORGE,-33,-55,-38,22,27,3,3322CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.200,107
KN,GLENCOE,-28,-9,-4,29,56,51,2829BB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.600,121
EC,GRAAFF REINET 2,-32,-14,-25,24,31,51,3224BA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.800,123
EC,GRAHAMSTOWN,-33,-17,-15,26,42,31,3326BC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",100.000,125
KN,GREYTOWN,-29,0,-46,30,32,10,2930BA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.200,107
NC,GROOTDERM BAKEN,-28,-25,-11,16,47,13,2816BD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.500,100
GP,HEIDELBERG,-26,-29,-19,28,20,48,2628AD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.300,98
WC,HEIDELBERG CP,-34,-5,-53,20,56,56,3420BB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",92.100,46
WC,HEIDELBERG WITSAND,-34,-23,-43,20,50,42,3420BD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",95.300,78
WC,HERMANUS,-34,-24,-48,19,13,18,3419AC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.300,98
MP,HOEDSPRUIT,-24,-32,-30,30,52,8,2430DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.500,110
WC,HOUT BAY,-34,0,-46,18,20,51,3418AB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.400,99
GP,JOHANNESBURG,-26,-11,-31,28,0,26,2628AA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.700,122
NC,KAKAMAS,-28,-47,-6,20,37,30,2820DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",87.600,1
NC,KENHARDT,-29,-20,-50,21,9,50,2921AC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",90.300,28
FS,KIMBERLEY,-28,-51,-15,24,54,17,2824DD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.500,100
NW,KLERKSDORP,-26,-45,-15,26,24,28,2626CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.700,102
WC,KNYSNA,-34,-4,-17,23,2,31,3423AA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.700,112
FS,KROONSTAD,-27,-25,-17,27,11,7,2727AC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.900,124
FS,LADYBRAND,-29,-11,-36,27,26,2,2927AB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.600,111
KN,LADYSMITH,-28,-35,-23,29,47,19,2829DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.500,100
NC,LIME ACRES,-28,-21,-27,23,27,54,2823AD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",100.500,130
LP,LOUIS TRICHARDT,-23,0,-2,29,45,26,2329BB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.200,97
GP,MENLO PARK,-25,-46,-16,28,16,5,2528CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.500,120
MP,MIDDELBURG,-25,-49,-4,29,23,24,2529CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.300,108
EC,MIDDELBURG CP,-31,-28,-45,24,59,38,3124BD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.900,104
KN,MOOI RIVER,-29,-11,-7,29,52,4,2929BB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.700,112
EC,MOUNT AYLIFF,-30,-50,-11,29,23,41,3029CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.700,122
MP,NELSPRUIT,-25,-30,-57,30,46,33,2530DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.000,115
KN,NONGOMA,-27,-54,-18,31,39,27,2731DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.400,119
WC,OUDTSHOORN,-33,-40,-17,22,16,1,3322CB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.100,116
WC,PAARL,-33,-42,-51,18,56,23,3318DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.100,106
EC,PARSONS HILL,-33,-57,-11,25,35,19,3325DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.500,100
NC,PELLA MISSION,-29,-1,-51,19,9,21,2919AA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",94.300,68
FS,PETRUS STEYN,-27,-31,9,28,19,6,2728CB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.800,113
KN,PIETERMARITZBURG,-29,-34,-47,30,19,49,2930CB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.900,104
WC,PIKETBERG,-32,-49,-9,18,44,17,3218DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.600,101
EC,PORT ELIZABETH,-33,-56,-10,25,26,27,3325CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.800,113
NC,PORT NOLLOTH,-29,-15,-56,16,52,14,2916BD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",100.300,128
KN,PORT SHEPSTONE,-30,-44,-8,30,17,18,3030CB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.800,103
EC,PORT ST JOHNS,-31,-36,-39,29,31,39,3129DA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",100.200,127
LP,POTGIETERSRUS,-24,-9,-24,29,14,10,2429AA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.900,104
GP,PRETORIA,-25,-41,-21,27,59,2,2527DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.500,100
EC,QUEENSTOWN,-31,-43,-56,26,47,5,3126DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.700,112
MP,ROOSSENEKAL MAPOCHS,-25,-11,-51,29,54,56,2529BB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.900,114
NW,RUSTENBURG,-25,-36,-59,27,7,5,2527CA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.200,97
NW,SCHWEIZER RENEKE,-27,-8,-13,25,13,7,2725AA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.600,121
WC,SEA POINT,-33,-54,-33,18,23,51,3318CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",100.000,125
FS,SENEKAL,-28,-15,-19,27,30,26,2827BC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.600,101
WC,SIMONSTOWN,-34,-11,-55,18,25,36,3418AB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.200,97
EC,SOMERSET EAST,-32,-42,-45,25,34,41,3225DA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",90.000,25
FS,SPRINGFONTEIN,-30,-16,-14,25,46,8,3025BD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.100,116
WC,STELLENBOSCH,-33,-54,-59,18,52,10,3318DD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.400,99
WC,STILBAAI,-34,-21,-55,21,25,25,3421AD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.100,96
WC,TABLE MOUNTAIN,-33,-57,-26,18,24,11,3318CD,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.100,116
LP,THABAZIMBI,-24,-27,-59,27,36,51,2427BC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.400,109
KN,THE BLUFF,-29,-54,-42,31,0,44,2931CC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.500,110
FS,THEUNISSEN,-28,-11,-55,26,34,50,2826BA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.000,115
LP,TSHIKONDENI VENDA,-22,-31,-31,30,55,41,2230DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.900,124
WC,TYGERBERG,-33,-52,-31,18,35,44,3318DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.500,120
LP,TZANEEN,-23,-47,-6,30,0,17,2330CC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",107.700,202
KN,UBOMBO,-27,-33,-42,32,4,52,2732CA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.900,114
EC,UMTATA,-31,-35,-48,28,44,36,3128DA,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.500,110
NC,VICTORIA WEST,-31,-24,-26,23,6,49,3123AC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.600,101
WC,VILLIERSDORP,-33,-58,-10,19,30,22,3319DC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.800,123
KN,VRYHEID,-27,-44,-27,30,47,38,2730DB,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",97.700,102
GP,WELVERDIEND,-26,-26,-48,27,14,53,2627AC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",98.500,110
NW,ZEERUST,-25,-51,-37,26,2,51,2526CC,2000,Radio-2000,"A South African radio station that broadcasts a mix of music, news, and talk shows. It focuses on delivering contemporary music and content that appeals to a broad audience. The station is known for its diverse programming and engaging content.",99.100,116
KN,NEWCASTLE,-27,-43,-7,29,57,12,2729DB,ABUS,Abantu Broadcasting Unit Service,Community radio service focusing on local news and cultural programming.,100.300,128
KN,OVERPORT,-29,-50,-12,30,59,44,2930DD,ALAN,Alan Radio Network ,Radio network offering a mix of news, talk shows, and music
KN,PIETERMARITZBURG,-29,-34,-47,30,19,49,2930CB,ALAN,Alan Radio Network ,Radio network offering a mix of news,105.600,181
EC,ALIWAL NORTH,-30,-47,-5,26,34,0,3026DC,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.900,74
EC,ANDRIESKRAAL,-33,-46,-42,24,42,35,3324DC,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.400,89
EC,BEDFORD,-32,-37,-57,26,2,57,3226CA,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.000,65
EC,CRADOCK,-32,-18,-1,25,32,27,3225BC,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",95.900,84
EC,EAST LONDON,-32,-56,-20,27,48,56,3227DD,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.800,73
WC,GEORGE,-33,-55,-38,22,27,3,3322CD,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.000,85
EC,GRAAFF-REINET,-32,-4,-48,24,27,0,3224AB,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.500,90
EC,GRAHAMSTOWN,-33,-17,-15,26,42,31,3326BC,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.700,92
EC,HANKEY,-33,-49,-52,24,52,12,3324DD,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.200,67
EC,KAREEDOUW,-34,-1,-29,24,25,48,3424AB,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.100,86
EC,KING WILLIAMS TOWN,-32,-40,-44,27,15,36,3227CB,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.200,87
WC,KNYSNA,-34,-4,-17,23,2,31,3423AA,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.300,68
EC,NOUPOORT,-31,-18,-14,24,56,1,3124BD,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.600,71
EC,PARSONS HILL,-33,-57,-11,25,35,19,3325DC,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.200,67
EC,PATENSIE,-33,-45,-35,24,49,42,3324DD,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.800,73
EC,PAUL SAUER DAM,-33,-45,-13,24,33,43,3324DC,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",96.800,93
WC,PLETTENBERG BAY,-34,-3,-34,23,22,25,3423AB,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",94.000,65
EC,PORT ELIZABETH,-33,-56,-10,25,26,27,3325CD,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",95.500,80
EC,QUEENSTOWN,-31,-43,-56,26,47,5,3126DB,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",95.400,79
EC,SUURBERG,-33,-14,-55,25,34,27,3325BA,ALGO,ALGOA FM,"A radio station based in Port Elizabeth, Eastern Cape. It broadcasts a variety of music, including contemporary hits and popular classics, along with news, sports, and talk shows.",95.000,75
EC,MATATIELE,-30,-23,-45,28,49,19,3028BD,ANZO,Anzo Radio , Community radio station with regional news and entertainment.,93.800,63
EC,MOUNT AYLIFF,-30,-50,-11,29,23,41,3029CD,ANZO,Anzo Radio , Community radio station with regional news and entertainment.,98.300,108
NP,BLOUBERG FM,23,17,17,29,7,59,2329CA,BBFM,Big Boy FM ,FM radio station known for its music and talk shows.,95.000,75
MP,NELSPRUIT,-25,-30,-57,30,46,33,2530DB,BCR,Blue Coast Radio , Regional radio station providing a variety of music and local content.,104.100,166
MP,DULLSTROOM,-25,-34,-21,30,11,17,2530CA,BELA,Thobela FM,"broadcasting primarily in Sepedi (Northern Sotho). It is based in Polokwane, Limpopo, and offers a mix of music, news, and talk shows, focusing on local culture and issues.",87.700,2
LP,GA-FEMANE,-23,-30,-6,30,24,22,2330CB,BELA,Thobela FM,"broadcasting primarily in Sepedi (Northern Sotho). It is based in Polokwane, Limpopo, and offers a mix of music, news, and talk shows, focusing on local culture and issues.",88.300,8
LP,GA-KGAPANE,-23,-39,-46,30,13,34,2330CA,BELA,Thobela FM,"broadcasting primarily in Sepedi (Northern Sotho). It is based in Polokwane, Limpopo, and offers a mix of music, news, and talk shows, focusing on local culture and issues.",91.500,40
